nom,prenom,groupe,beneficiaire,adresse,descriptif,programme_budgetaire,montant
ALAUZET,Éric,Ecolo,Novill'arts,"Mairie de Novillars
8 Place du 8 mai 1945
25220 Novillars","Ouvrage 30 ans     Exposition",131-02,1500
ALAUZET,Éric,Ecolo,"Théâtre Le Philépat","9 rue Bouvard
25000 Besançon","Création sur des textes de Pierre Dac",131-01,1000
ALAUZET,Éric,Ecolo,"Chorale  A Choeur Joie L'Alouette","35 rue C.Baudelaire
25000 Besançon","Organisation de répétition et des concerts",131-01,8000
ALAUZET,Éric,Ecolo,"La Grosse Entreprise  Université de FC","6 avenue du Parc
25000 Besançon","Continnum acteurs innovation technologique et culturelle, recherche, enseignement, entreprise,…",131-01,5000
ALAUZET,Éric,Ecolo,"Musée Madeleine","1 rue de l'école
25000 Besançon","Edition d’un ouvrage : trésors de sacristies",131-02,1000
ALAUZET,Éric,Ecolo,Recidev,"3, avenue du Parc
25000 Besançon","Education au developpement durable et à la citoyenneté mondiale",163-01,2000
ALAUZET,Éric,Ecolo,"Fédération de Pêche et de protection des milieux aquatiques du Doubs","4 rue du Docteur Morel
25720 Beure","Création Atelier éducatif Pêche Nature",113-07,6000
ALAUZET,Éric,Ecolo,"Fjt les Oiseaux","48, rue des Cras
25000 Besançon","implantation d’une plate-forme de compostage collectif accéléré",113-07,4000
ALAUZET,Éric,Ecolo,"France Nature Environnement Franche Comté","MEFC
7, rue Voirin
25000 Besançon","Livret dédié aux légumes de la région",113-07,5000
ALAUZET,Éric,Ecolo,"Terre de Liens","27, rue de la République
25000 Besançon","Formation Biodiversité en milieu agricole des Fermes Terre de Lines",113-07,3000
ALAUZET,Éric,Ecolo,"Déclic Incubateur d’Initiatives","46, rue Elisée Cusenier -
25580 Etalans","Jardin partagé de l’Hôpital-du-Grosbois",304-12,3500
ALAUZET,Éric,Ecolo,"Comité de quartier de Bregille","8 bis, chemin des Monts de Bregille du Haut  -
25000 Besançon","Remplacement porte d'entrée",163-01,2000
ALAUZET,Éric,Ecolo,Floréal,"48b, rue de Belfort
25000 Besançon","Aménagement de logements accompagnés",157-04,2000
ALAUZET,Éric,Ecolo,API25,"14, rue Violet  -
25000 Besançon","Financement Camion-outils",304-12,5000
ALAUZET,Éric,Ecolo,"Communauté de Communes  du Pays d'Ornans","7, rue Edouard Bastide -
25290 Ornans","Etude de faisabilité pour la valorisation touristique et l'accessibilité et l'aménagement du Castel",122-01,3000
ALAUZET,Éric,Ecolo,"Association des Ambulanciers Francs Comtois","3, Grande Rue -
25440 Cessey","Soutien à une association de diabétique marocain",209-02,1000
ALAUZET,Éric,Ecolo,"Fédération des Accidentés de la Vie","5, avenue de Bourgogne -
25000 Besançon","Développement activité juridique  Renouvellement matériel informatique",157-04,1500
ALAUZET,Éric,Ecolo,"AAVI (Aide aux victimes)","23, rue Gambetta -
25000 Besançon","Remplacement équipement informatique",101-03,3000
ALAUZET,Éric,Ecolo,"Communauté de Communes  du Pays d'Ornans","7, rue Edouard Bastide - 25290 Ornans","Etude de faisabilité pour la valorisation touristique et l'accessibilité et l'aménagement du Castel",122-01,3000
ALAUZET,Éric,Ecolo,"Commune de Foucherans","2, rue du Champ de Foire - 25620 Foucherans","Acquisition et installation d'un défibrillateur",122-01,1000
ALAUZET,Éric,Ecolo,"Commune de Tarcenay","13, Grande Rue 25620 Tarcenay","Acquisition et installation d'un défibrillateur",122-01,1000
ALAUZET,Éric,Ecolo,"Commune de Trépot","3, Place de la mairie 25620 Trepot","Acquisition et installation d'un défibrillateur",122-01,1000
ALAUZET,Éric,Ecolo,"Ville de Besançon","2, rue Mégevand 25000 Besançon","Restructuration Pole d'animation des Tilleuls",122-01,20000
ALAUZET,Éric,Ecolo,"Ville de Besançon","2, rue Mégevand 25000 Besançon","Aménagement espace - square",122-01,5000
ALAUZET,Éric,Ecolo,"Commune de Naisey Les Granges","2, rue de la Vigne 25360 Naisey les Granges","Aménagement fenêtes, accès, chauffage, …",122-01,5000
ALAUZET,Éric,Ecolo,"Syndicat Intercomunal du Marais de Sâone","1, rue de l'école 25660 La Vèze","Restauration, continuités, dispostifs anti-collissions",122-01,3000
ALBARELLO,Yves,UMP,"Association des Anciens Combattants des Deux Moussy",,Fonctionnement,169-03,1500
ALBARELLO,Yves,UMP,"Balades et Loisirs de Claye-Souilly",,Fonctionnement,224-02,2500
ALBARELLO,Yves,UMP,"C.P.R.H du Foyer d'accueil médicalisé La Coudraie",,Fonctionnement,157-01,2500
ALBARELLO,Yves,UMP,"Cercle généalogique de la Brie",,Fonctionnement,224-02,3000
ALBARELLO,Yves,UMP,"Claye-Souilly Pétanque",,Fonctionnement,219-01,3000
ALBARELLO,Yves,UMP,"Claye-Souillty sportif Football",,Fonctionnement,219-01,10000
ALBARELLO,Yves,UMP,"Club Olympique Dammartois",,Fonctionnement,219-01,1500
ALBARELLO,Yves,UMP,"Comité des Fêtes de Fresnes sur Marne",,Fonctionnement,224-02,1500
ALBARELLO,Yves,UMP,"Compagnie de la Dandinière de Messy",,Fonctionnement,224-02,4000
ALBARELLO,Yves,UMP,"Croix Rouge Unité locale de Lagny",,Fonctionnement,161-13,3000
ALBARELLO,Yves,UMP,"Ecole de Musique de Dammartin en Goële",,Fonctionnement,224-02,2000
ALBARELLO,Yves,UMP,"Ecole Multi sports Les Kangourous",,Fonctionnement,219-01,2000
ALBARELLO,Yves,UMP,"Festival du Pays Briard",,Fonctionnement,224-02,1000
ALBARELLO,Yves,UMP,"FNATH de Seine et Marne",,Fonctionnement,157-01,1000
ALBARELLO,Yves,UMP,"Gressy d'hier et aujourd'hui",,Fonctionnement,224-02,1000
ALBARELLO,Yves,UMP,"Gymnastique volontaire Dammartinoise",,Fonctionnement,219-01,1500
ALBARELLO,Yves,UMP,"L S M Natation de Lagny sur Marne",,Fonctionnement,219-01,3000
ALBARELLO,Yves,UMP,"La Ferme Pédagogique de la Préée",,Fonctionnement,163-01,8000
ALBARELLO,Yves,UMP,"Secours Catholique",,Fonctionnement,177-11,5000
ALBARELLO,Yves,UMP,"Société nautique de Lagny",,Fonctionnement,219-01,5000
ALBARELLO,Yves,UMP,"Sporting Boxing Claye",,Fonctionnement,219-01,2000
ALBARELLO,Yves,UMP,"Union nationale des Anciens Combattants Section Dammartin / Othis",,Fonctionnement,169-03,1500
ALBARELLO,Yves,UMP,CLAYE-SOUILLY,77,"l'aménagement d'un terrain synthétique au stade Clément Petit",122-01,20000
ALBARELLO,Yves,UMP,GRESSY,77,"l'installation d'équipements de vidéo-protection",122-01,10000
ALBARELLO,Yves,UMP,IVERNY,77,"la réfection de la toiture basse de l'église Saint-Martin, côté Nord",122-01,5000
ALBARELLO,Yves,UMP,NANTOUILLET,77,"l'éclairage extérieur de la façade de l'église Saint-Denis",122-01,3837
ALBARELLO,Yves,UMP,PRECY-SUR-MARNE,77,"la création d'un exutoire d'orage rue de Verdun",122-01,20000
ALBARELLO,Yves,UMP,VILLENEUVE-SOUS-DAMMARTIN,77,"la restauration des trois travées du bas-côté Nord de l'église Saint-Pierre et Saint-Paul",122-01,15000
ALLAIN,Brigitte,Ecolo,Overlook,"Chez Bernard Delhaye
Carmel Nord 24130 LUNAS","Achat matériel technique",131-01,6600
ALLAIN,Brigitte,Ecolo,"Canoé Kayak Saint antoinais","1820, route de la moutine
24230 Saint Antoine de Breuilh","Aménagement de la base de sports pleine nature pour accueil handicapés",219-01,7000
ALLAIN,Brigitte,Ecolo,ASPEC,"Chez Jean Dessagne
24150 Saint Capraise de Lalinde","Exposition à l'occasion du centenaire de la déclaration de guerre 14-18",175-04,1000
ALLAIN,Brigitte,Ecolo,"L'Œil lucide","Mairie de Monpazier
24540 Monpazier","Investissement équipements culturels - cinéma en milieu rural",224-02,6000
ALLAIN,Brigitte,Ecolo,"FNATH 24 - Association les accidentés de la vie","86, avenue du Maréchal Juin
24000 Périgueux","Mise en place d'un service de vidéo consultations pour l'aide juridique",157-04,2000
ALLAIN,Brigitte,Ecolo,"Resto du Cœur de la Dordogne","Liberto Iguacel
2, rue Pierre Fanlac
24660 Coulounnieix Chamiers","Investissement camion frigorifique",304-14,7000
ALLAIN,Brigitte,Ecolo,"Eclats de Lire","Chez Laure Rodriguez Courcelle
24150 Lalinde","Soutien du festival lecture jeunesse Drôles Lecteurs",224-02,1500
ALLAIN,Brigitte,Ecolo,"Harpe en Périgord","Chez Jean-Philippe Gallet  Sérailler
24380 Fouleix","Promotion de la Harpe au travers de stages musicaux",224-02,1250
ALLAIN,Brigitte,Ecolo,"Maison des Lycées du Lycée jean Capelle de Bergerac","LP de Naillac,
avenue du Maréchal Leclerc
24100 Bergerac","Voyage à Paris pour Visite d'un Institution de Sourds et Muets et de musées.",230-06,1200
ALLAIN,Brigitte,Ecolo,"US Lalinde Rugby","US Lalinde Rugby
BP 16
24150 Lalinde","Soutien d'actions de formation et d'animation dans le cadre du centenaire du Club",219-01,6000
ALLAIN,Brigitte,Ecolo,"Les Papillons Blancs de Bergerac","Chez Mathieu Patrick Saint-Christophe 24100 Bergerac","Restructuration des locaux de l'ESAT pour l'atelier Conserverie",157-04,6000
ALLAIN,Brigitte,Ecolo,"Association le Collectif les Arts à souhait","Chez Nelly Rey,
Les Coussières
24560 Plaisance","Création d'un lieu d'expression artistique",163-01,5000
ALLAIN,Brigitte,Ecolo,"Mélodies du monde","Chez Jean-Claude Vigué,
rue de Montigny
95220 Herblay","Festival Reggae de Bergerac: Ecologie et solidarité, un monde meilleur",131-01,4000
ALLAIN,Brigitte,Ecolo,"Maison des Paysans Dordogne","Salle N° 7 -
Centre Jules Ferry
24100 Bergerac","Conférence Nouvelles politiques agricoles: Les applications concrètres en bergeracois",154-14,5500
ALLAIN,Brigitte,Ecolo,"« La Bande à Michel » section théâtre du Foyer Laïque","Chez Sandrine Borderie
64, route du Stade
24130 Prigonrieux","Investissement Matériel son et lumière",163-02,1000
ALLAIN,Brigitte,Ecolo,"Collège Eugène Leroy Bergerac","Foyer socio educatif du Collège Eugène le Roy
Bergerac","Soutien d'ateliers de pratiques artistiques",230-06,1000
ALLAIN,Brigitte,Ecolo,"Lycée Mainde de Biran Bergerac","Lycée Maine de Biran
108, rue Valette BP 831
24108 Bergerac","Voyage scolaire à Paris (approche économique, sociologique et culturelle)",230-06,2450
ALLAIN,Brigitte,Ecolo,"Commune de Mouleydier","Jean-Michel Bournazel Mairie de Mouleydier 6, rue Daude Lagrave 24520 Mouleydier","Aménagements Paysagers",122-01,2500
ALLAIN,Brigitte,Ecolo,"Commune de Pomport","Jean-Paul Jammes Maire de Pomport 24240 POMPORT","Aménagement d'une salle pour ateliers périscolaires",122-01,5000
ALLAIN,Brigitte,Ecolo,"Commune de Le Buisson de Cadouin","Commune de Buisson de Cadouin 4, rue François Meulet 24480 Le Buisson de Cadouin","Création d'un agorespace autour du sport à Cadouin",122-01,5000
ALLAIN,Brigitte,Ecolo,"Commune de Saint Michel de Montaigne","Gérard De Miras Maire de la commune 24230 Saint Michel de Montaigne","Sécurisation accès cantine ét école pour les enfants",122-01,5000
ALLAIN,Brigitte,Ecolo,"Commune de Ginestet","Jacqueline Vandenabeele Mairie de Ginestet","Aménagement cour d'école et préau",122-01,5000
ALLAIN,Brigitte,Ecolo,"Commune de Port sainte Foy et Ponchapt","Jacques REIX, Maire de Port Sainte Foy et Ponchapt","Investissement sportif terrain de tennis communal",122-01,5000
ALLAIN,Brigitte,Ecolo,"Commune d'Urval","Roland Kupcic Maire d'Urval 24480 URVAL","Construction d'une salle à vocation culturelle",122-01,5000
ALLAIN,Brigitte,Ecolo,"Commune de Queyssac","Francis Papatanasios Mairie de Queyssac Le Bourg 24140 QUEYSSAC","Aménagements Paysagers de la Vallée de la Marie à Queyssac",122-01,5000
ALLAIN,Brigitte,Ecolo,"Communauté de communes de Montaigne Montravel et Gurçon","Communauté de communes de Montaigne Montravel et Gurson 6, place de la Mairie 24230 VELINES","Aménagement d'un espace de rencontre entre praticiens au sein la Maison de Santé Rurale",122-01,5000
ALLAIN,Brigitte,Ecolo,"CIAS Bastides Dordogne Périgord","CIAS Bastides Dordogne Périgord","Aménagement d'une terrasse extérieure et pergola pour les résidents de la MARPA du Buisson de Cadouin",122-01,5000
ALLAIN,Brigitte,Ecolo,"Syndicat intercommunal du canal de lalinde","Frédéric Gontier Président du SIVU Mairie 24150 Saint Capraise de Lalinde","Projet environnement berges du Canal et vidéo 3D de communication sensibilisation",122-01,5000
ALLOSSERY,Jean-Pierre,SRC,"Courir au Mont des Cats","La Kruystraete - 59 270 GODEWAERSVELDE",Sport,219-01,3000
ALLOSSERY,Jean-Pierre,SRC,"Commune Octhzeele",-,"Acquisition TBI et matériel informatique pour l'école",122-01,4000
ALLOSSERY,Jean-Pierre,SRC,"Commune Houtkerque",,"Acquisition TBI pour classe numérique mobile",122-01,1000
ALLOSSERY,Jean-Pierre,SRC,"Commune Godewaersvelde",,"Aménagement de la bibliothèque pour le périscolaire",122-01,1000
ALLOSSERY,Jean-Pierre,SRC,"Commune Blaringhem",,"Rampe d'accès à l'espace associatif",122-01,1000
ALLOSSERY,Jean-Pierre,SRC,"Commune Morbecque",,"Rampe d'accès à l'école",122-01,1300
ALLOSSERY,Jean-Pierre,SRC,"Commune Merville",,"Acquisition TBI pour l'école",122-01,1500
ALLOSSERY,Jean-Pierre,SRC,"Commune Sercus",,"Améangement de la garderie périscolaire",122-01,1500
ALLOSSERY,Jean-Pierre,SRC,"Commune Sercus",,"Acqusition TBI et tablettes numériques pour l'école",122-01,1600
ALLOSSERY,Jean-Pierre,SRC,"Commune Blaringhem",,"Acquisition TBI pour l'école",122-01,1800
ALLOSSERY,Jean-Pierre,SRC,"Commune Merris",,"Aménagement de la ludothèque",122-01,2000
ALLOSSERY,Jean-Pierre,SRC,"Commune Steenbecque",,"Acquisition TBI pour l'école",122-01,2300
ALLOSSERY,Jean-Pierre,SRC,"Commune Thiennes",,"Aménagement du square avec des jeux pour enfants",122-01,3000
ALLOSSERY,Jean-Pierre,SRC,"Commune Wemaers Cappel",,"Acquisition TBI et matériel informatique pour l'école",122-01,3500
ALLOSSERY,Jean-Pierre,SRC,"Commune St Jans Cappel",,"Aménagement de la bibliothèque communale",122-01,4000
ALLOSSERY,Jean-Pierre,SRC,"Commune Arnèke",,"Rampe d'accès personnes mobilité réduite à la mairie",122-01,4000
ALLOSSERY,Jean-Pierre,SRC,"Commune Zermezeele",,"Accesibilité à l'école et à la mairie",122-01,4000
ALLOSSERY,Jean-Pierre,SRC,"Commune Neuf Berquin",,"Portillons adaptés aux PMR pour le cimetière",122-01,4000
ALLOSSERY,Jean-Pierre,SRC,"Commune d'Estaires",,"Rampe d'accès électrique à l'école de musique",122-01,4500
ALLOSSERY,Jean-Pierre,SRC,"Commune Vieux-Berquin",,"Sécurisation autour de l'école",122-01,5000
ALLOSSERY,Jean-Pierre,SRC,"Commune Caëstre",,"Réaménagement salle des fêtes et pose sanitaire PMR",122-01,5000
ALLOSSERY,Jean-Pierre,SRC,"Commune Hazebrouck",,"Installation WC PMR dans les lieux publics",122-01,5000
ALLOSSERY,Jean-Pierre,SRC,"Commune Merville",,"Aménagement pour les Personnes à Mobilité Réduite",122-01,6000
ALLOSSERY,Jean-Pierre,SRC,"Commune Oudezeele",,"Trottoirs aménagés à la mairie et garderie",122-01,7000
ALLOSSERY,Jean-Pierre,SRC,"Commune Staple",,"Création de signalétique pour valoriser l'artisanat",122-01,7000
ALLOSSERY,Jean-Pierre,SRC,"Commune Bailleul",,"Acquisition TBI pour l'école",122-01,9000
ALLOSSERY,Jean-Pierre,SRC,"Commune Nieppe",,"Création de signalétique d'activités commerciales",122-01,9000
ALLOSSERY,Jean-Pierre,SRC,"Commune Hazebrouck",,"Aménagement de la cour d'école",122-01,10000
ALLOSSERY,Jean-Pierre,SRC,Arcade,"1, rue du Moulin - BP 23 - 59190 HAZEBROUCK","Accompagnement des artisans et commerçants",134-02,1500
ALLOSSERY,Jean-Pierre,SRC,"Plaisir de Lire","214, la Place - 59 285 BUYSSCHEURE",Culture,224-02,1500
ALLOSSERY,Jean-Pierre,SRC,"Terre d'Errance","28, place Saint Pierre - 59 114 STEENVOORDE",Solidarité,177-11,3000
ALLOSSERY,Jean-Pierre,SRC,"Jan de Belle","31, rue de la Gare - 59 270 BAILLEUL","Education populaire",163-02,2000
ALLOSSERY,Jean-Pierre,SRC,"Trait d'Union","9, rue du Biest - 59 190 HAZEBROUCK","Insertion par l'activité économique",102-02,8000
AMELINE,Nicole,UMP,"Amicale sportive cabourgeaise",,Fonctionnement,219-01,2000
AMELINE,Nicole,UMP,"Aquatique Club Honfleurais",,Fonctionnement,219-01,2000
AMELINE,Nicole,UMP,"Association culturelle de la Charité de Surville",,Fonctionnement,224-02,1500
AMELINE,Nicole,UMP,"Association de Défense de l'Environnement et du Patrimoine de Merville-Franceville-Plage",,Fonctionnement,175-01,3000
AMELINE,Nicole,UMP,"Association des Chambres de Commerce et de l'Industrie de l'Estuaire de la Seine",,Fonctionnement,134-02,35000
AMELINE,Nicole,UMP,"Association sportive de l'Unité de formation et de Recherche en Sciences et techniques des activités physiques et sportives",,Fonctionnement,219-01,1000
AMELINE,Nicole,UMP,CASIMIR,,Fonctionnement,106-03,2000
AMELINE,Nicole,UMP,"Centre social Jeunes Seniors Familles",,Fonctionnement,106-01,5000
AMELINE,Nicole,UMP,"Cinéma le Cabieu",,Fonctionnement,224-02,2000
AMELINE,Nicole,UMP,"Collectif des Victimes de l'amiante Trefimetaux",,Fonctionnement,204-14,1500
AMELINE,Nicole,UMP,"Culturelle de La Charité de Ablon",,Fonctionnement,232-04,1500
AMELINE,Nicole,UMP,"Familles rurales - Fédération départementale du Calvados",,Fonctionnement,106-03,2000
AMELINE,Nicole,UMP,"Grand Ordre du Trou normand, des Calvados, Cidres et Pommeau",,Fonctionnement,154-11,2000
AMELINE,Nicole,UMP,"Les Amis de Cabourg",,Fonctionnement,224-02,2000
AMELINE,Nicole,UMP,"Lever de rideau",,Fonctionnement,224-02,2000
AMELINE,Nicole,UMP,"Association musicale et Chorale Erik Satie",,Fonctionnement,224-02,1000
AMELINE,Nicole,UMP,AUBERVILLE,14,"le ravalement de l'église, des  façades Ouest et Est jusqu'à la sacristie",122-01,3000
AMELINE,Nicole,UMP,DOUVILLE-EN-AUGE,14,"la mise aux normes de l'accès à l'église pour les personnes handicapées",122-01,3000
AMELINE,Nicole,UMP,HEROUVILLETTE,14,"l'acquisition de matériel informatique pour l'école primaire",122-01,1000
AMELINE,Nicole,UMP,HEULAND,14,"la reconstruction de la mairie",122-01,10000
AMELINE,Nicole,UMP,RANVILLE,14,"l'aménagement de la place du Major Jack Watson (2ème phase)",122-01,20000
AMELINE,Nicole,UMP,SAINT-GATIEN-DES-BOIS,14,"la création d'un parking pour le pôle socioculturel",122-01,25000
AMELINE,Nicole,UMP,SAINT-VAAST-EN-AUGE,14,"la restauration de statues à l'église Saint-Ortaire",122-01,1500
AMIRSHAHI,Pouria,SRC,"Consulat général de France en Algérie","25 Chemin Abdelkader Gadouche
16035 Hydra - Alger
Algérie","service public",185-02,10000
AMIRSHAHI,Pouria,SRC,"Ecole Les Alizés","Avenida de OUA-CP 395,
Meio d'Achada de Santo Antonio,
Praia, Cap Vert.",éducation,185-05,5000
AMIRSHAHI,Pouria,SRC,"Cité de la Bande dessinée","121 Rue de Bordeaux
16023 Angoulême",culture,224-02,8000
AMIRSHAHI,Pouria,SRC,"Festival du Film francophone d'Angoulême","SARL FFA
BP 80246
16007 Angoulême CEDEX",culture,224-02,7000
AMIRSHAHI,Pouria,SRC,"Consulat général de France à Abidjan","17 rue Lecoeur
01 BP 1385 - Abidjan 01
Côte d'Ivoire","service public",151-01,5500
AMIRSHAHI,Pouria,SRC,"Les Francophonies en Limousin","11 avenue du Général de Gaulle
87000 Limoges",culture,224-02,5000
AMIRSHAHI,Pouria,SRC,"Fonds pour les Femmes en Méditerranée","Apt 74, 47 place du Millénaire
34000 Montpellier","droits humains",137-12,5000
AMIRSHAHI,Pouria,SRC,"Lycée Liberté de Bamako","BP 910
Bamako
Mali",éducation,185-05,8000
AMIRSHAHI,Pouria,SRC,"Consulat général de France au Maroc","49 avenue Allal Ben Abdellah
Rabat
Maroc","service public",151-01,10000
AMIRSHAHI,Pouria,SRC,UNEF,"112, boulevard de la Villette
75019 Paris","vie étudiante",231-01,10000
AMIRSHAHI,Pouria,SRC,"Le Tarmac","159 avenue Gambetta
75020 Paris",culture,224-02,2000
AMIRSHAHI,Pouria,SRC,"Les Eco-Maires","215 bis Boulevard Saint-Germain
75007 Paris",coopération,209-02,3000
AMIRSHAHI,Pouria,SRC,Gisti,"3, villa Marcès
75011 Paris","droits humains",177-11,3000
AMIRSHAHI,Pouria,SRC,"Artistes Producteurs Associés","37, rue Beaumier
75014 Paris",culture,224-02,7000
AMIRSHAHI,Pouria,SRC,"Maghreb des films","40, boulevard Richard Lenoir
75011 Paris",culture,224-02,5000
AMIRSHAHI,Pouria,SRC,Biblionef,"48 Boulevard Diderot
75012 Paris",culture,224-02,8000
AMIRSHAHI,Pouria,SRC,Cimade,"64, rue Clisson
75013 Paris","droits humains",177-11,3000
AMIRSHAHI,Pouria,SRC,"Association des écrivains de langues françaises (ADELF)","B.L N° 103
22, rue Deparcieux
75014 Paris",culture,224-02,2000
AMIRSHAHI,Pouria,SRC,"Centre culturel franco-guinéen","Face au cinéma “Liberté”
BP 492 Conakry
République de Guinée",culture,224-02,3000
