nom,prenom,groupe,beneficiaire,adresse,descriptif,programme_budgetaire,montant
"DE RUGY",François,Ecolo,"LIGUE POUR LA PROTECTION DES OISEAUX","1 rue André Gide
44300 NANTES","Développement d'un pôle de formation avec la création de plusieurs modules pédagogiques",206-02,3000
"DE RUGY",François,Ecolo,"LOISIRS SOLIDARITE RETRAITES LOIRE-ATLANTIQUE","7 Petite Avenue Saint Clair
44100 NANTES","Participation aux besoins sociaux des retraités de l'association : combat contre l'ennui et l'isolement",157-05,2500
"DE RUGY",François,Ecolo,"FOYER SOCIO EDUCATIF COLLEGE TALENCE","122 boulevard Schuman
44000 NANTES","Développer les activités en direction des élèves du collège : connaître et comprendre le rôle d'un député et du pouvoir législatif en France",230-06,3700
DEBRÉ,Bernard,UMP,"Association Pro Musicis",,Fonctionnement,224-02,2000
DEBRÉ,Bernard,UMP,"Syndicat d'initiative du XVIème",,Fonctionnement,163-01,5000
DEBRÉ,Bernard,UMP,"Nicolaïte de Chaillot",,Fonctionnement,163-01,3000
DEBRÉ,Bernard,UMP,"Accompagnement de chercheurs d'emplois (ACE)",,Fonctionnement,102-01,1000
DEBRÉ,Bernard,UMP,"Accueil des villes française Paris 17+8+9",,Fonctionnement,224-02,4000
DEBRÉ,Bernard,UMP,"Association Culturelle Educative et de Loisirs (A.C.E.L des Ternes)",,Fonctionnement,230-01,7000
DEBRÉ,Bernard,UMP,"Association des amis du Moadon Loisirs",,Fonctionnement,219-01,4000
DEBRÉ,Bernard,UMP,"Association des commerçants et artisans de la rue de la Jonquière et des rues adjacentes",,Fonctionnement,134-02,8000
DEBRÉ,Bernard,UMP,"Association générale des familles du 17è arrondissement",,Fonctionnement,106-01,11000
DEBRÉ,Bernard,UMP,"Association P.I.V.O.D",,Fonctionnement,177-11,3000
DEBRÉ,Bernard,UMP,"Centre Epinette Famille Insertion Accueil (CEFIA)",,Fonctionnement,106-01,7000
DEBRÉ,Bernard,UMP,"Club accueil E.S.V Equipe Saint Vincent",,Fonctionnement,177-11,3000
DEBRÉ,Bernard,UMP,"Club de natation des épinettes de Paris",,Fonctionnement,219-01,1000
DEBRÉ,Bernard,UMP,"Club sportif Ternes Paris-Ouest",,Fonctionnement,219-01,1000
DEBRÉ,Bernard,UMP,"Coup d'main",,Fonctionnement,102-02,7000
DEBRÉ,Bernard,UMP,"Espace 16",,Fonctionnement,230-01,7000
DEBRÉ,Bernard,UMP,"Espace Brémontier",,Fonctionnement,224-02,10000
DEBRÉ,Bernard,UMP,"Foyer Daubigny",,Fonctionnement,232-04,11000
DEBRÉ,Bernard,UMP,"La Maison Moadon",,Fonctionnement,224-02,4000
DEBRÉ,Bernard,UMP,"Les Amis",,Fonctionnement,106-03,6000
DEBRÉ,Bernard,UMP,"Les amis des Ternes Monceau (TMB)",,Fonctionnement,157-05,4000
DEBRÉ,Bernard,UMP,"Office du mouvement sportif du 17è arrondissement",,Fonctionnement,219-01,3000
DEBRÉ,Bernard,UMP,"SCUF (sport  club universitaire Max Rousié)",,Fonctionnement,219-01,2000
DEBRÉ,Bernard,UMP,"Secours Emploi",,Fonctionnement,157-01,3000
DEBRÉ,Bernard,UMP,"Société sportive du jeu de paume et racquets",,Fonctionnement,219-01,2000
DEBRÉ,Bernard,UMP,"Union pour le patrimoine du lycée Carnot UPALYCA",,Fonctionnement,175-01,1000
DECOOL,Jean-Pierre,UMP,"Football Club de Rosendael",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"Football Club de Zuydcoote",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"Foyer coopératif Socio-Educatif du collègue Jacques Prévert de Watten",,Fonctionnement,230-01,1000
DECOOL,Jean-Pierre,UMP,"Gilliodts, dentellières d'Hondschoote",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Grand Cercle Colombophile du Nord de la France",,Fonctionnement,206-02,1000
DECOOL,Jean-Pierre,UMP,"Handball Club Grand Fort Philippe",,Fonctionnement,219-01,1500
DECOOL,Jean-Pierre,UMP,"Harmonie Batterie Municipale",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Jardins, Art et Soin",,Fonctionnement,157-01,1000
DECOOL,Jean-Pierre,UMP,"Jeunesse Sportive de Ghyvelde",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"Jogging Club du Grand Fort",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"La Petite Reine Ledringhemoise",,Fonctionnement,134-21,1000
DECOOL,Jean-Pierre,UMP,"Les Amis des Sœurs Capucines de Bourbourg",,Fonctionnement,232-04,1000
DECOOL,Jean-Pierre,UMP,"Les Tréteaux Hoymillois",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Les Vingt Huit",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Les Zut's",,Fonctionnement,214-01,1000
DECOOL,Jean-Pierre,UMP,"L'Etoile d'Escquelbecq",,Fonctionnement,134-02,1000
DECOOL,Jean-Pierre,UMP,"L'hameçon Leffrinckouckois et Téteghémois",,Fonctionnement,205-06,1000
DECOOL,Jean-Pierre,UMP,"L'Oiseau Club gravelinois",,Fonctionnement,206-02,1000
DECOOL,Jean-Pierre,UMP,MajoRex,,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Musique de Bollezeele",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,Mzic-Band,,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Office municipal de tourisme de Wormhout",,Fonctionnement,134-21,1000
DECOOL,Jean-Pierre,UMP,"Organisation de Gestion de l'Etablissement Catholique d'enseignement Notre Dame",,Fonctionnement,139-09,1100
DECOOL,Jean-Pierre,UMP,"Orgues de Flandre",,Fonctionnement,224-02,3000
DECOOL,Jean-Pierre,UMP,Phyto-Victimes,,Fonctionnement,206-06,1000
DECOOL,Jean-Pierre,UMP,Pirouette59,,Fonctionnement,140-01,1000
DECOOL,Jean-Pierre,UMP,"Société des Anciens Militaires de WORMHOUT",,Fonctionnement,169-03,1000
DECOOL,Jean-Pierre,UMP,"Sporting Club Bourbourg Football",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,Stekebeilles,,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Tennis club Berguois",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"Union des commerçants et artisans de Bray Dunes",,Fonctionnement,134-02,1000
DECOOL,Jean-Pierre,UMP,"Union Nationale des Combattants - Groupe départemental du Nord - Section de Pitgam",,Fonctionnement,169-03,1000
DECOOL,Jean-Pierre,UMP,"Vie, Sauvegarde et Promotion du patrimoine de Steene",,Fonctionnement,224-02,2000
DECOOL,Jean-Pierre,UMP,"Western Country Dancers",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Korridor 24 B",,Fonctionnement,163-01,2000
DECOOL,Jean-Pierre,UMP,BERGUES,59,"la création d'un terrain de football synthétique au stade Jacques Andriès",122-01,15000
DECOOL,Jean-Pierre,UMP,BROUCKERQUE,59,"le remplacement des huisseries du périscolaire",122-01,9844
DECOOL,Jean-Pierre,UMP,LEDERZEELE,59,"l'aménagement d'une aire de jeux",122-01,5000
DECOOL,Jean-Pierre,UMP,"LES MOERES",59,"le remplacement des cuvettes des sanitaires de l'école et l'installation d'une douche",122-01,957
DECOOL,Jean-Pierre,UMP,"LES MOERES",59,"l'acquisition de chaises pour l'église",122-01,4500
DECOOL,Jean-Pierre,UMP,UXEM,59,"l'acquisition de mobilier pour la nouvelle mairie et les ateliers municipaux",122-01,4200
DECOOL,Jean-Pierre,UMP,"1, 2, 3, Santé",,Fonctionnement,204-14,1000
DECOOL,Jean-Pierre,UMP,"Amicale des longs courts - Cercle amis des longs courts réunis (A.L.C.-C.A.L.C)",,Fonctionnement,206-02,1000
DECOOL,Jean-Pierre,UMP,"Amicale Hondschootoise de Philatélie",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Amicale pour le don de sang bénévole du canton de Bourbourg/Watten",,Fonctionnement,204-17,2000
DECOOL,Jean-Pierre,UMP,"Association cyclotourisme et pédestre de Warhem",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"Association de parents d'élèves de l'école de QUAEDYPRE",,Fonctionnement,214-01,2000
DECOOL,Jean-Pierre,UMP,"Association de parents d'élèves de l'Enseignement Libre (APEL) de l'école Sainte Germaine de Looberghe",,Fonctionnement,214-01,2000
DECOOL,Jean-Pierre,UMP,"Association de parents d'élèves de l'enseignement libre APEL de l'école Saint Cœur de Marie de Bollezeele",,Fonctionnement,214-01,1500
DECOOL,Jean-Pierre,UMP,"Association d'Education Citoyenne et Populaire de Flandre",,Fonctionnement,163-02,1000
DECOOL,Jean-Pierre,UMP,"Association des ainés de West-Cappel",,Fonctionnement,157-05,1000
DECOOL,Jean-Pierre,UMP,"Association des décorés du travail du canton de Gravelines",,Fonctionnement,155-05,1000
DECOOL,Jean-Pierre,UMP,"Association des Eclaireuses Eclaireurs de France",,Fonctionnement,163-02,1000
DECOOL,Jean-Pierre,UMP,"Association des Joyeux Touristes",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Association des parents d'élèves de l'école publique de Millam",,Fonctionnement,214-01,1000
DECOOL,Jean-Pierre,UMP,"Association des parents d'élèves de Volckerinckhove",,Fonctionnement,214-01,1000
DECOOL,Jean-Pierre,UMP,"Association des parents d'élèves des écoles publiques de BERGUES",,Fonctionnement,214-01,2000
DECOOL,Jean-Pierre,UMP,"Association des parents d'élèves des écoles publiques de Watten",,Fonctionnement,214-01,1000
DECOOL,Jean-Pierre,UMP,"Association du souvenir",,Fonctionnement,169-03,1000
DECOOL,Jean-Pierre,UMP,"Association française contre les myopathies",,Fonctionnement,204-14,1000
DECOOL,Jean-Pierre,UMP,"Association hondschootoise des jeux et traditions",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Association Noël du Cœur ""Pour que Noël n'oublie aucun enfant""",,Fonctionnement,106-03,1000
DECOOL,Jean-Pierre,UMP,"Association sportive du Collège Jean Jaurès de Bourbourg",,Fonctionnement,219-01,2000
DECOOL,Jean-Pierre,UMP,"Association Teteghémoise de Futsal",,Fonctionnement,219-01,1000
DECOOL,Jean-Pierre,UMP,"Association Tremplin pour l'école",,Fonctionnement,214-01,1000
DECOOL,Jean-Pierre,UMP,"Associations des Anciens Combattants et Veuves – ACPG – CATM – TOE",,Fonctionnement,169-03,1000
DECOOL,Jean-Pierre,UMP,"Associations des parents d'élèves de l'école Sainte-Thérèse",,Fonctionnement,214-01,1000
DECOOL,Jean-Pierre,UMP,"Centre Socio Culturel Espace St. Gilles",,Fonctionnement,224-02,2000
DECOOL,Jean-Pierre,UMP,"Club Age d'Or",,Fonctionnement,157-05,1000
DECOOL,Jean-Pierre,UMP,"Club des ainés de Rexpoëde",,Fonctionnement,157-05,1000
DECOOL,Jean-Pierre,UMP,"Club des ainés des moulins",,Fonctionnement,157-05,1000
DECOOL,Jean-Pierre,UMP,"Comité d'animation",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Confrérie des Compagnons du Vin de Flandre",,Fonctionnement,154-11,1000
DECOOL,Jean-Pierre,UMP,"Confrérie du Bergues Saint-Winoc",,Fonctionnement,154-11,1000
DECOOL,Jean-Pierre,UMP,"Cuisineries Gourmandes des Provinces françaises",,Fonctionnement,154-11,1000
DECOOL,Jean-Pierre,UMP,"D'eveil Musique et inversement",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Dynamik'Attitude 59",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Emmaüs Dunkerque - Fondateur Abbé Pierre",,Fonctionnement,177-11,1000
DECOOL,Jean-Pierre,UMP,"Esquelbecq, Village du livre",,Fonctionnement,224-02,1000
DECOOL,Jean-Pierre,UMP,"Fédération des foyers ruraux et associations du Nord et du Pas-de-Calais",,Fonctionnement,230-01,1000
DECOOL,Jean-Pierre,UMP,"Felix BOSCHAT",,Fonctionnement,214-01,1200
DECOOL,Jean-Pierre,UMP,"Fibromyalgie Osez en Parler",,Fonctionnement,204-14,1000
DEFLESSELLES,Bernard,UMP,"Agir au cœur de La Penne",,Fonctionnement,224-02,10000
DEFLESSELLES,Bernard,UMP,"Amicale du Comité Feu et Forêt de La Ciotat",,Fonctionnement,161-13,2000
DEFLESSELLES,Bernard,UMP,"AS Gémenos",,Fonctionnement,219-01,10000
DEFLESSELLES,Bernard,UMP,"Association d'imitation du chant des oiseaux",,Fonctionnement,206-02,2000
DEFLESSELLES,Bernard,UMP,"Association Joseph Edouard Vence",,Fonctionnement,224-02,5000
DEFLESSELLES,Bernard,UMP,"Association Jules Lenoir",,Fonctionnement,219-01,1000
DEFLESSELLES,Bernard,UMP,"Carnoux Racines",,Fonctionnement,224-02,3000
DEFLESSELLES,Bernard,UMP,"Cercle nautique de Cassis",,Fonctionnement,219-01,3000
DEFLESSELLES,Bernard,UMP,"Club de l'Appel du 18 juin La Ciotat-Ceyreste",,Fonctionnement,169-03,3000
DEFLESSELLES,Bernard,UMP,"Club de l'avenir-Avenir Cycliste Bédoulen",,Fonctionnement,219-01,2000
DEFLESSELLES,Bernard,UMP,"Défi Calendal",,Fonctionnement,219-01,2000
DEFLESSELLES,Bernard,UMP,"Etoile Sportive Pennoise",,Fonctionnement,219-01,10000
DEFLESSELLES,Bernard,UMP,"Fan Club de ticky Holgado",,Fonctionnement,224-02,7000
DEFLESSELLES,Bernard,UMP,"Fédération nationale André Maginot",,Fonctionnement,169-03,1000
DEFLESSELLES,Bernard,UMP,"Handball sporting Cassis-Carnoux-Roquefort la bedoule",,Fonctionnement,219-01,3000
DEFLESSELLES,Bernard,UMP,"La Ciotat Il était une fois",,Fonctionnement,224-02,10000
DEFLESSELLES,Bernard,UMP,"Massaliotes Profutsall",,Fonctionnement,219-01,3000
DEFLESSELLES,Bernard,UMP,"Printemps du livre",,Fonctionnement,224-02,10000
DEFLESSELLES,Bernard,UMP,RURALIA,,Fonctionnement,154-14,4000
DEFLESSELLES,Bernard,UMP,"Souvenir français Aubagne",,Fonctionnement,169-03,2000
DEFLESSELLES,Bernard,UMP,"UNC Section Aubagne",,Fonctionnement,169-03,1000
DEFLESSELLES,Bernard,UMP,CUGES-LES-PINS,13,"l'installation d'un dispositif de vidéoprotection",122-01,30833
DEFLESSELLES,Bernard,UMP,ROQUEFORT-LA-BEDOULE,13,"l'acquisition de tableaux blancs interactifs pour l'école élémentaire",122-01,22819
DEGALLAIX,Laurent,UDI,Quievrechain,,"Réfection des trottoirs",122-01,5000
DEGALLAIX,Laurent,UDI,Wallers-Arenberg,,"Réfection des gites miniers",122-01,5000
DEGAUCHY,Lucien,UMP,"Action Catholique des Enfants de l'Oise",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,Aid'Oise,,Fonctionnement,177-11,16000
DEGAUCHY,Lucien,UMP,"Amicale Bouliste ""Lyonnaise""",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Amicale des sapeurs-pompiers d'Estrées-saint-Denis",,Fonctionnement,161-13,1000
DEGAUCHY,Lucien,UMP,"Amiquatrellement Vôtre",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Association Agréée de Pêche et de Protection du milieu aquatique",,Fonctionnement,205-06,1000
DEGAUCHY,Lucien,UMP,"Association Familiale de Lachelle section Gym acrobatique",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Association pour le Développement de Madiga Sacko - Koumpoula",,Fonctionnement,209-02,1000
DEGAUCHY,Lucien,UMP,"Association pour le Sport, la Culture et les Loisirs de Rethondes",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Association Cannelle Périscolaire",,Fonctionnement,140-01,1000
DEGAUCHY,Lucien,UMP,"Association du Troubade",,Fonctionnement,169-03,1000
DEGAUCHY,Lucien,UMP,"Association Festine",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Association Nationale des Enfants Rapatriés",,Fonctionnement,169-03,1000
DEGAUCHY,Lucien,UMP,"Association Nautique du Port de Jaux",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Association Sportive d'Attichy",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Association Sportive de La Croix saint Ouen",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Association Sportive de Vieux Moulin",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Association Vie au Grand Air d'Attichy",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,Cadanse,,Fonctionnement,131-01,1000
DEGAUCHY,Lucien,UMP,"Chorale Compiègne Age D'Or",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Club Cycliste du Valois",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Compagnie d'Arc de Jonquières",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Compagnie d'Arc d'Estrées-saint-Denis",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Compagnie des Treilles",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,Crépy-BMX,,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Délégation de la Croix Rouge Française",,Fonctionnement,177-11,1000
DEGAUCHY,Lucien,UMP,"Ecole Internationale ""Open World""",,Fonctionnement,214-01,1000
DEGAUCHY,Lucien,UMP,"Eglise Evangélique Baptiste de la Vallée de l'Oise",,Fonctionnement,232-04,1000
DEGAUCHY,Lucien,UMP,"Familles Rurales de Nampcel et Moulin-sous-Touvent",,Fonctionnement,106-01,1000
DEGAUCHY,Lucien,UMP,"Glaignes Animations",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Graines de mots",,Fonctionnement,334-01,1000
DEGAUCHY,Lucien,UMP,"Handi Oise Evasion",,Fonctionnement,157-01,1000
DEGAUCHY,Lucien,UMP,"Jeunesse et Natation Compiègne 60",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Patrimoine et Histoire de Néry",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Ju-jutsu des Beaux-Monts",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Association sportive du Collège Jules Verne",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"La Compagnie d'Arc de Rethondes",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"La Sauvegarde du Patrimoine de Rémy",,Fonctionnement,175-01,1000
DEGAUCHY,Lucien,UMP,"Le Carnois",,Fonctionnement,106-01,1000
DEGAUCHY,Lucien,UMP,"Le Club des Aînés",,Fonctionnement,157-05,1000
DEGAUCHY,Lucien,UMP,"Le Souvenir Français",,Fonctionnement,167-02,2000
DEGAUCHY,Lucien,UMP,"Les Amis de Saint Pierre et Saint Paul",,Fonctionnement,175-01,1000
DEGAUCHY,Lucien,UMP,"Les Brigades Vertes",,Fonctionnement,113-01,7000
DEGAUCHY,Lucien,UMP,"Les Débats du XXIe Siecle ""Agora 21""",,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Les Jardins du Pré Lucien",,Fonctionnement,163-01,1000
DEGAUCHY,Lucien,UMP,"Radio Valois Multien",,Fonctionnement,313-01,1000
DEGAUCHY,Lucien,UMP,"Ring Olympique Compiègnois",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Rugby Club Compiègnois",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Sabaï Boxing Club",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Société de Chasse de Le Meux",,Fonctionnement,113-07,1000
DEGAUCHY,Lucien,UMP,"Sport Nautique Compiègnois",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,Tendanse,,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Tennis La Croix-saint-Ouen",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"Tonic Gym Compiègne",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,Top'In'Ancourt,,Fonctionnement,224-02,1000
DEGAUCHY,Lucien,UMP,"Trosly Breuil Loisirs",,Fonctionnement,147-01,1000
DEGAUCHY,Lucien,UMP,"Union Sportive de Chevrières",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"USC Cyclisme",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"USC Cyclotourisme",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,"USC Natation",,Fonctionnement,219-01,1000
DEGAUCHY,Lucien,UMP,CUISE-LA-MOTTE,60,"l'acquisition et l'installation d'un panneau lumineux d'information",122-01,5000
DEGAUCHY,Lucien,UMP,"LA CROIX-SAINT-OUEN",60,"l'acquisition de mobilier et de matériel multimédia pour la salle intergénérationnelle et la bibliothèque",122-01,15000
DEGAUCHY,Lucien,UMP,MONTMARTIN,60,"l'édification d'un columbarium",122-01,1700
DEGAUCHY,Lucien,UMP,MOYVILLERS,60,"l'acquisition d'un meuble de rangement des plans cadastraux",122-01,900
DEGAUCHY,Lucien,UMP,ROCQUEMONT,60,"l'installation d'un nouveau radiateur dans la salle du conseil municipal et d'étagères au nouveau local technique",122-01,1150
DEGUILHEM,Pascal,SRC,"Festenau occitania en festa","12 cours Fénelon 24000 Périgueux","organisation d’un festival",175-01,2000
DEGUILHEM,Pascal,SRC,"Comité départemental de boxe","15 chemin des Feutres du Toulon 24000 Périgueux","Equipement sportif",219-01,4000
DEGUILHEM,Pascal,SRC,SAFED,"8-10 place Francheville 24000 Périgueux","achat de matériel",106-01,3000
DEGUILHEM,Pascal,SRC,"Association cyclo club périgourdin","9 place Douaumont 24660 Coulounieix-chamiers",fonctionnement,219-01,5000
DEGUILHEM,Pascal,SRC,"Association Loisir Périgueux - Groupe Nautique du Périgord","Base Sainte Claire 24000 Périgueux","achat d'un véhicule de transport",219-01,3000
DEGUILHEM,Pascal,SRC,"Jeunesse sportive astérienne Rugby","BP 21 24110 Saint Astier","achat de matériel",219-01,3000
DEGUILHEM,Pascal,SRC,"All Boards Family","Centre social Saintt Exupéry 24660 Coulounieix-Chamiers","Projet de développement associatif",163-01,10000
DEGUILHEM,Pascal,SRC,Montrem,24110,"rénovation de la charpente et de la toiture de la chapelle",122-01,10000
DEGUILHEM,Pascal,SRC,"Saint Aquilin",24110,"aménagement de la traverse du bourg",122-01,20000
DEGUILHEM,Pascal,SRC,"Saint Germain du Salembre",24190,"rénovation des bâtiments communaux",122-01,12000
DEGUILHEM,Pascal,SRC,"Saint Laurent des Hommes",24400,"Aménagement espace public",122-01,8000
DEGUILHEM,Pascal,SRC,Mussidan,24400,"rénovation centre culturel",122-01,30000
DEGUILHEM,Pascal,SRC,Coursac,24430,"Equipement sportif",122-01,10000
DEGUILHEM,Pascal,SRC,"Le Pizou",24700,"Réhabilitation de logements",122-01,10000
DELATTE,Rémi,UMP,"Association des Burkinabe de Bourgogne",,Fonctionnement,209-02,1000
DELATTE,Rémi,UMP,"Comité des Fêtes et d'action sociale des Grésilles",,Fonctionnement,224-02,1000
DELATTE,Rémi,UMP,"Dessin-moi un soleil",,Fonctionnement,157-01,1000
DELATTE,Rémi,UMP,"Entraide cantonale",,Fonctionnement,163-01,2000
DELATTE,Rémi,UMP,"Les Chouettes du Coeur",,Fonctionnement,157-01,2000
DELATTE,Rémi,UMP,"Les Restaurants du Coeur - Les Relais du Coeur de Côte d'Or",,Fonctionnement,304-14,2000
DELATTE,Rémi,UMP,"Maison d'accueil rurale pour personnes âgées",,Fonctionnement,157-05,5000
DELATTE,Rémi,UMP,"Syndicat d'Initiative de Fontaine-Française, Val de Vingeanne",,Fonctionnement,134-21,1000
DELATTE,Rémi,UMP,"Union commerciale industrielle et artisanale auxonnaise",,Fonctionnement,134-02,1000
DELATTE,Rémi,UMP,BEIRE-LE-CHATEL,21,"l'installation de radars pédagogiques",122-01,6000
DELATTE,Rémi,UMP,LABERGEMENT-LES-AUXONNE,21,"la création de massifs devant la mairie",122-01,1200
DELATTE,Rémi,UMP,"LES MAILLYS",21,"la restructuration de la salle des fêtes",122-01,10000
DELATTE,Rémi,UMP,LICEY-SUR-VINGEANNE,21,"la restauration de l'église de l'Assomption (1ère tranche)",122-01,10000
DELATTE,Rémi,UMP,MAGNY-MONTARLOT,21,"la restructuration de la mairie",122-01,15000
DELATTE,Rémi,UMP,MAGNY-SAINT-MEDARD,21,"le remplacement des portes et fenêtres des logements communaux situés dans l'ancien presbytère",122-01,3000
DELATTE,Rémi,UMP,MARANDEUIL,21,"l'aménagement de la cour de la mairie",122-01,2000
DELATTE,Rémi,UMP,POUILLY-SUR-VINGEANNE,21,"la réfection à neuf de la toiture de la grange communale et du bâtiment attenant",122-01,6800
DELATTE,Rémi,UMP,RUFFEY-LES-ECHIREY,21,"la sécurisation de la traversée de la route départementale 28 au niveau de la halte ferroviaire",122-01,10000
DELATTE,Rémi,UMP,VAROIS-ET-CHAIGNOT,21,"la construction d'un restaurant scolaire et de locaux périscolaires",122-01,15000
DELAUNAY,Florence,SRC,"ACI Chantiers d'insertion des Grands Lacs (CIGL)","Annie CAMPARDON                         Aérodrome Rue Costes et Bellonte               40600 BISCARROSSE","Économie sociale et solidaire",304-12,5000
DELAUNAY,Florence,SRC,"Opéra Symphonique des Landes","Brice MARTIN                                                     464 Rue du Péglé                                                40000 MONT DE MARSAN",Culture,224-02,5000
DELAUNAY,Florence,SRC,"Union Sportive Mazerolles Bougue","Claude DUPOUY",Sport,219-01,5000
DELAUNAY,Florence,SRC,"MRAP des Landes","Gérard KERFORN","Vie associative locale",163-01,5000
DELAUNAY,Florence,SRC,ASPTT,"Guy ZAPATA","Vie associative locale",219-01,25000
DELAUNAY,Florence,SRC,"Coop Sans Frontière","Jean Paul BABUT Léon",,163-01,4000
DELAUNAY,Florence,SRC,"Radio MDM","Jean-Michel DUBERGEY",Culture,313-03,6000
DELAUNAY,Florence,SRC,"Vétérans des essais nucléaires","Robert ADROT                                                     204 Avenue Amiral Paul Hébrard                  40600 BISCARROSSE","Anciens combattants",169-03,1000
DELAUNAY,Florence,SRC,"AERI 40",,Culture,224-02,1000
DELAUNAY,Florence,SRC,"Commune de LABASTIDE/CREON","Alain GAUBE Hôtel de ville cité Médiévale                                         40240 LABASTIDE D'ARMAGNAC","Travaux de rénovation de la cour de l'école (écoles de Créon d'Armagnac et Labastide d'Armagnac)",122-01,10000
DELAUNAY,Florence,SRC,"Commune de CAMPAGNE","Frédéric CARRERE Hôtel de Ville            54 avenue Catm                                40090 CAMPAGNE","Aménagement des arènes",122-01,4000
DELAUNAY,Florence,SRC,"Commune de LEON","Gérard SUBSOL                                         83 Grand Rue BP 3                         40550 LEON","Construction d'un city stade",122-01,20000
DELAUNAY,Florence,SRC,"Commune de SORE","Max ROUMEGOUX                                  333 Rue Broustra                                     40430 SORE","Rénovation des vestiaires de football",122-01,20000
DELAUNAY,Florence,SRC,"Commune de BELIS","Michel POULAIN                              Hôtel de Ville                                        40 120 BELIS","Réfection de la cour de l'école",122-01,5000
DELAUNAY,Florence,SRC,"Commune de GAREIN","Philippe SARTRE Mairie de Garein          Au Bourg                                         40420 GAREIN","Réaménagement du Stade.",122-01,14000
DELCOURT,Guy,SRC,Annay,-,"Travaux d'intérêt local",122-01,8500
DELCOURT,Guy,SRC,"Loos en Gohelle",,"Travaux d'intérêt local",122-01,3568
DELCOURT,Guy,SRC,"Noyelles sous Lens",,"Travaux d'intérêt local",122-01,7220
