nom;prenom;groupe;beneficiaire;adresse;descriptif;programme_budgetaire;montant;observations
STURNI;Claude;"Les Républicains";"Société d'Histoire et d'archéologie de Brumath et Environs";Brumath;Fonctionnement;224-02;2000.00;
STURNI;Claude;"Les Républicains";"Subaquatique club de Haguenau";Haguenau;Fonctionnement;163-01;1000.00;
STURNI;Claude;"Les Républicains";VENDENHEIM;;"la création d'un nouveau skate-park";122-01;15000.00;
SUGUENOT;Alain;"Les Républicains";ANTIGNY-LA-VILLE;;"la modification du mode de chauffage et du système de production d'eau chaude des logements du presbytère";122-01;6500.00;
SUGUENOT;Alain;"Les Républicains";ARCONCEY;;"la réalisation de travaux de voirie (programme 2015)";122-01;7000.00;
SUGUENOT;Alain;"Les Républicains";"Association La Coudée";"Mont Saint Jean";Fonctionnement;224-02;1000.00;
SUGUENOT;Alain;"Les Républicains";BEUREY-BEAUGUAY;;"l'identification des rues et la numérotation des habitations";122-01;1500.00;
SUGUENOT;Alain;"Les Républicains";BONNENCONTRE;;"l'installation d'un chauffage central pour la salle polyvalente-accueil périscolaire";122-01;4000.00;
SUGUENOT;Alain;"Les Républicains";CHAMBOEUF;;"l'aménagement sécuritaire de l'impasse des Nouroys et de son intersection avec la rue des Nouroys et la réfection du ""Chemin Blanc""";122-01;2500.00;
SUGUENOT;Alain;"Les Républicains";CHARREY-SUR-SAONE;;"l'aménagement d'une aire de jeux place Saint Pierre";122-01;4000.00;
SUGUENOT;Alain;"Les Républicains";CHIVRES;;"le réaménagement intérieur de l'église";122-01;6000.00;
SUGUENOT;Alain;"Les Républicains";"Comité d'organisation de la Saint-Vincent Tournante";Gilly-les-Citeaux;Fonctionnement;224-02;5000.00;
SUGUENOT;Alain;"Les Républicains";COMMARIN;;"la rénovation du logement communal situé au dessus de l'école";122-01;13400.00;
SUGUENOT;Alain;"Les Républicains";CORGENGOUX;;"la réalisation de travaux d'aménagement de sécurité au centre du village (2ème tranche)";122-01;10000.00;
SUGUENOT;Alain;"Les Républicains";ECHEVRONNE;;"la réhabilitation de deux logements communaux situés dans le bâtiment sis 1 place de la Mairie";122-01;10000.00;
SUGUENOT;Alain;"Les Républicains";L'ETANG-VERGY;;"le remplacement des fenêtres du logement communal situé 34 route de Beaune";122-01;2500.00;
SUGUENOT;Alain;"Les Républicains";LIERNAIS;;"la reconstruction de la fontaine située au centre du village";122-01;4000.00;
SUGUENOT;Alain;"Les Républicains";LUSIGNY-SUR-OUCHE;;"la réhabilitation de l'ancienne école-mairie en deux logements locatifs";122-01;5000.00;
SUGUENOT;Alain;"Les Républicains";MARCHESEUIL;;"la réfection de la salle de bain du logement de la mairie";122-01;1500.00;
SUGUENOT;Alain;"Les Républicains";MARCILLY-OGNY;;"la dénomination des rues et la numérotation des habitations";122-01;2500.00;
SUGUENOT;Alain;"Les Républicains";MUSIGNY;;"l'aménagement et la sécurisation de l'entrée du village côté ouest sur la RD 115N";122-01;2800.00;
SUGUENOT;Alain;"Les Républicains";QUEMIGNY-POISOT;;"l'aménagement paysager sécuritaire des entrées du hameau de Poisot";122-01;5000.00;
SUGUENOT;Alain;"Les Républicains";SAINT-PRIX-LES-ARNAY;;"la mise en place de plaques et de numéros de rues";122-01;3500.00;
SUGUENOT;Alain;"Les Républicains";SAINT-USAGE;;"la mise en réseau du système informatique-internet-photocopieur à l'école élémentaire";122-01;1300.00;
SUGUENOT;Alain;"Les Républicains";SAMEREY;;"la réalisation de travaux de voirie route de Saint François";122-01;8000.00;
SUGUENOT;Alain;"Les Républicains";SAVILLY;;"l'identification des rues";122-01;3000.00;
SUGUENOT;Alain;"Les Républicains";SEURRE;;"l'installation d'un système de vidéo-protection (tranche 2015)";122-01;3500.00;
SUGUENOT;Alain;"Les Républicains";"SIVOS de Noiron-sous-Gevrey";;"la sécurisation des accès et l'amélioration de l'accessibilité au groupe scolaire";122-01;7000.00;
SUGUENOT;Alain;"Les Républicains";SUSSEY;;"l'identification des rues avec l'installation de plaques et de panneaux";122-01;4000.00;
SUGUENOT;Alain;"Les Républicains";THURY;;"la mise en sécurité de l'agence postale";122-01;1500.00;
SUGUENOT;Alain;"Les Républicains";TRUGNY;;"la réhabilitation du logement communal";122-01;3000.00;
SUGUENOT;Alain;"Les Républicains";VIGNOLES;;"l'installation d'un système de vidéoprotection";122-01;6000.00;
TABAROT;Michèle;"Les Républicains";"Académie du Jasmin";Grasse;Fonctionnement;224-02;1000.00;
TABAROT;Michèle;"Les Républicains";"Amicale Bouliste Saint Joseph";Grasse;Fonctionnement;219-01;1000.00;
TABAROT;Michèle;"Les Républicains";"Amicale de la Police Municiaple";Grasse;Fonctionnement;161-13;1000.00;
TABAROT;Michèle;"Les Républicains";"Amicale de Saint Jacques";Grasse;Fonctionnement;224-02;1000.00;
TABAROT;Michèle;"Les Républicains";"Amicale des Sapeurs Pompiers volontaires";"Mouans Sartoux";Fonctionnement;161-13;1000.00;
