ID_SUBVENTION;NOM_BENEFICIAIRE;DESCRIPTION_SUBVENTION;ADRESSE_BENEFICIAIRE;PROGRAMME_PJL_FINANCE;MONTANT_SUBVENTION;PRENOM_NOM_DEPUTE_NOSDEPUTES;ID_DEPUTE_AN;ID_NOSDEPUTES;NOM_DEPUTE_NOSDEPUTES;PRENOM_DEPUTE_NOSDEPUTES;SEXE_DEPUTE;DATE_NAISSANCE_DEPUTE;LIEU_NAISSANCE_DEPUTE;ID_DEPARTEMENT;DEPARTEMENT_NOSDEPUTES;NUMERO_CIRCONSCRIPTION;DATE_DEBUT_MANDAT;DATE_FIN_MANDAT;MANDAT_CLOS;GROUPE_SIGLE;PARTI_RATTACHEMENT_FINANCIER;PROFESSION;PLACE_HEMICYCLE;URL_DEPUTE_AN;SLUG_NOSDEPUTES;URL_DEPUTE_NOSDEPUTES;API_NOSDEPUTES;NB_MANDATS
7527;Eau Large de Noé;Fonctionnement;;219-01;3000;;2815;;;;;;;;;;;;;;;;;;;;;
7528;Eau Soleil;Fonctionnement;;209-02;1000;;605036;;;;;;;;;;;;;;;;;;;;;
7529;Eaux Vives Oyonnax;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
7530;Echanges et partenariats;Formation jeunes volontaires;21, ter rue Voltaire 75011 Paris;163-04;10000;;Groupe ECOLO;;;;;;;;;;;;;ECOLO;;;;;;;;
7531;Echanges Inter-Générations;Enseignement du français aux adultes non francophones;34, av. de la Dame Blanche  - 94120 Fontenay sous Bois;104-12;5000;;610427;;;;;;;;;;;;;;;;;;;;;
7532;Echanges pour une terre solidaire;Achat de matériel et communication sur le thème de l'alimentation / éducation alimentaire;;163-01;6500;;609520;;;;;;;;;;;;;;;;;;;;;
7533;Echecs 16;Fonctionnement;M. Aziz AYOUB - 8, rue du Commandant Schloesing - 75016 - Paris;219-01;3000;;1498;;;;;;;;;;;;;;;;;;;;;
7534;Echiquier Club Bourbourgeois;Fonctionnement;;219-01;1000;;267762;;;;;;;;;;;;;;;;;;;;;
7535;Echiquier Mentonnais;Fonctionnement;;224-02;1000;;1574;;;;;;;;;;;;;;;;;;;;;
7536;Echo de la Vallée du Morgon;Fonctionnement;;224-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
7537;Echo du Beauvallon;Fonctionnement;;224-02;1000;;334843;;;;;;;;;;;;;;;;;;;;;
7538;ECJM;Fonctionnement;;230-01;5000;;1761;;;;;;;;;;;;;;;;;;;;;
7539;Eclat 53;Fonctionnement;;230-01;1500;;607489;;;;;;;;;;;;;;;;;;;;;
7540;Eco garde ;Fonctionnement;;113-07;4000;;422119;;;;;;;;;;;;;;;;;;;;;
7541;Eco panier;Epicerie locale, achat de matériel;75 route de Briollay, 49100 Angers ;177-11;7500;;607310;;;;;;;;;;;;;;;;;;;;;
7542;école;Parlement des Enfants;;230-06;2500;;334755;;;;;;;;;;;;;;;;;;;;;
7543;Ecole 92 C/o Naly;Fonctionnement ;Hummelstrasse 17, - 79100 FREIBURG (Allemagne);185-05;30000;;610936;;;;;;;;;;;;;;;;;;;;;
7544;Ecole Alain FOURNIER;Financement classe découverte - pour 63 élèves;1 chemin du Four à Chaux  - 95270 LE PLESSIS LUZARCHES;230-06;5000;;536;;;;;;;;;;;;;;;;;;;;;
7545;Ecole Amand Lefeuvre /OCCE;Fonctionnement;;214-01;2500;;267743;;;;;;;;;;;;;;;;;;;;;
7546;Ecole Argentine à Paris;Association de droit français;Mme Lucia Maudet-Dumazet - 91, rue Villiers-de-l'île Adam   - 75020 Paris;185-02;3000;;610860;;;;;;;;;;;;;;;;;;;;;
7547;Ecole bilingue de Berkeley;Amélioration d'une cour de récréation comprenant la création d'équipements sportifs, et l'ajout d'espaces verts destinés aux activités scientifiques et à l'éducation au développement durable;1009 Heinz Avenue, Berkeley, CA 94710 USA;185-05;30000;;610850;;;;;;;;;;;;;;;;;;;;;
7548;Ecole Charles Faroux B;Fonctionnement;;139-09;1000;;1031;;;;;;;;;;;;;;;;;;;;;
7549;Ecole de Basket-ball;Organisation de tournois;Mme Micheline METIVIER - 9, avenue du Général Exelmans - 78140 - Vélizy-Villacoublay;219-01;3000;;267605;;;;;;;;;;;;;;;;;;;;;
7550;Ecole de Bromley (Royaume-Uni);Aide au lancement de l'école et achat de fournitures scolaires;Bromley Parish Church, Church Road, Bromley BR2 0EG;185-05;5000;;610873;;;;;;;;;;;;;;;;;;;;;
7551;Ecole de Cannettecourt / OCCE;Fonctionnement;;214-01;2500;;267743;;;;;;;;;;;;;;;;;;;;;
7552;École de cirque Micheletti – Centre de « circothérapie »;Projet innovant handicap;La Chaize-le-Vicomte;204-11;1000;;609743;;;;;;;;;;;;;;;;;;;;;
7553;Ecole de danse Arabesque;Fonctionnement;;219-01;1000;;344492;;;;;;;;;;;;;;;;;;;;;
7554;Ecole de danse Tourbillons;Fonctionnement;;219-01;1000;;267628;;;;;;;;;;;;;;;;;;;;;
7555;Ecole de glace de Boulogne-Billancourt;Fonctionnement;;219-01;4000;;346876;;;;;;;;;;;;;;;;;;;;;
7556;Ecole de Muratello ;Fonctionnement;;230-01;1000;;267689;;;;;;;;;;;;;;;;;;;;;
7557;Ecole de musique;Formation à la musique, organisation concerts et auditions;25, rue de la Fôret  - 44880 Sautron;224-02;2500;;332747;;;;;;;;;;;;;;;;;;;;;
7558;Ecole de Musique;Fonctionnement;;224-02;3000;;608826;;;;;;;;;;;;;;;;;;;;;
7559;Ecole de Musique;Fonctionnement;;224-02;2000;;267260;;;;;;;;;;;;;;;;;;;;;
7560;Ecole de Musique;Fonctionnement;;224-02;1000;;609442;;;;;;;;;;;;;;;;;;;;;
7561;Ecole de musique Crouy;Investissement : création d’orchestre (achat d’instruments de musique);Marc Delatte, Pdt,  - 1, place de la Mairie  - 02880 Crouy;224-02;4500;;605076;;;;;;;;;;;;;;;;;;;;;
7562;Ecole de Musique de Blâmont;Fonctionnement;;224-02;3000;;267551;;;;;;;;;;;;;;;;;;;;;
7563;Ecole de Musique de Bourg Argental;Fonctionnement;;224-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
7564;Ecole de musique de Saint-Hilaire-Petitville;Fonctionnement;;224-02;1000;;266797;;;;;;;;;;;;;;;;;;;;;
7565;Ecole de Musique et Danse de Chambourcy;Fonctionnement;;224-02;5000;;2229;;;;;;;;;;;;;;;;;;;;;
7566;Ecole de musique intercantonale en Oise Normandie (EMION);Fonctionnement;Mme Françoise HELAINE - 19 bis, place de la Halle - 60380 - Songeons;224-02;2000;;2048;;;;;;;;;;;;;;;;;;;;;
7567;Ecole de musique intercommunale;Fonctionnement;;224-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
7568;Ecole de Musique St-Georgeoise;Achat d'instruments de musique;Espace du Vieux Puits - Mairie- 38790 St-Georges d'Espéranche;224-02;3000;;606899;;;;;;;;;;;;;;;;;;;;;
7569;Ecole de musique, de danse et de théatre de Puisaye;Fonctionnement;;224-02;4000;;267785;;;;;;;;;;;;;;;;;;;;;
7570;Ecole de Musiques de l'harmonie de Cruseilles-Le Chable ;Fonctionnement;;224-02;1000;;267527;;;;;;;;;;;;;;;;;;;;;
7571;ECOLE DES PARENTS ET DE EDUCATEURS;Fonctionnement;;106-03;1500;;267378;;;;;;;;;;;;;;;;;;;;;
7572;Ecole des Parents et des Educateurs de l'Ain;Fonctionnement;;163-02;5000;;330008;;;;;;;;;;;;;;;;;;;;;
7573;Ecole Diwan;Fonctionnement;;163-01;2000;;267728;;;;;;;;;;;;;;;;;;;;;
7574;Ecole du Samedi d'Atlanta;Rénovation et en mise en place d'un nouveau système de gestion informatique pour la bibliothèque;1098 Wynford Commons, Marietta, GA, 30064, USA;185-05;1000;;610850;;;;;;;;;;;;;;;;;;;;;
7575;Ecole Elementaire du Fort Rouge;Fonctionnement;;139-09;2000;;267506;;;;;;;;;;;;;;;;;;;;;
7576;Ecole Française de Berne;Fonctionnement;;185-02;15000;;610924;;;;;;;;;;;;;;;;;;;;;
7577;Ecole française de Thessalonique;Equipements scientifiques polyvalents;Leoforos Stratou 2A, Thessalonique, Grèce;185-05;19000;;610954;;;;;;;;;;;;;;;;;;;;;
7578;Ecole française Internationale de Philadelphia;Investissement pour la rénovation de l'école: rénovation de la toiture (devis de 127 975 dollars);150 North Highland Avenue  Lower Merion, PA 19066, États-Unis;185-05;30000;;610850;;;;;;;;;;;;;;;;;;;;;
7579;Ecole française internationale de Vancouver;Extension et amélioration de la médiathèque;3657 Fromme Road- North Vancouver BC- V7K 2E6 Canada;185-05;10000;;610850;;;;;;;;;;;;;;;;;;;;;
7580;Ecole Française Jules Verne d'Helsinki (Finlande);Financement des ressources pédagogiques;;185-05;5000;;610873;;;;;;;;;;;;;;;;;;;;;
7581;Ecole française Montesquieu à Vilnius (Lituanie);Financement des équipements sportifs;;185-05;5000;;610873;;;;;;;;;;;;;;;;;;;;;
7582;Ecole Intercommunale de Musique;Investissement : - Acquisition d’instruments - de musique et de petit matériel de sonorisation;Olivier Redureau - 15 rue de Joinville  - 44310 Saint-Philbert de Grand Lieu                           ;224-02;5000;;607187;;;;;;;;;;;;;;;;;;;;;
7583;Ecole Jacinthe et François;Fonctionnement;;139-09;1000;;345937;;;;;;;;;;;;;;;;;;;;;
7584;Ecole Joseph Pietri ;Fonctionnement;;230-01;1500;;267689;;;;;;;;;;;;;;;;;;;;;
7585;Ecole La Sauvagère;voyage Assemblée;FCPE - 1 square Edouard Mouriquand - 69009 Lyon;214-01;2500;;334755;;;;;;;;;;;;;;;;;;;;;
7586;Ecole Louis Pradel;Fonctionnement;;139-09;1000;;334906;;;;;;;;;;;;;;;;;;;;;
7587;Ecole Marcellesi;Fonctionnement;;230-01;1500;;267689;;;;;;;;;;;;;;;;;;;;;
7588;Ecole maternelle Anatole France;Fonctionnement;;139-09;1000;;267506;;;;;;;;;;;;;;;;;;;;;
7589;Ecole Mathias Brunenwald;Fonctionnement;;139-09;5000;;267358;;;;;;;;;;;;;;;;;;;;;
7590;Ecole Montessori;Fonctionnement;;139-09;1000;;1031;;;;;;;;;;;;;;;;;;;;;
7591;Ecole Notre Dame de Lourdes;Fonctionnement;;139-09;1500;;267728;;;;;;;;;;;;;;;;;;;;;
7592;Ecole parisienne de Karaté;Fonctionnement;;219-01;3500;;1931;;;;;;;;;;;;;;;;;;;;;
7593;Ecole Pléssenne de Football;Fonctionnement;;219-01;1500;;267822;;;;;;;;;;;;;;;;;;;;;
7594;Ecole primaire de Karikal ;Fonctionnement;;185-02;15000;;2073;;;;;;;;;;;;;;;;;;;;;
7595;Ecole privée Saint Joseph de Cournon;Ecole privee;56200 Cournon;139-01;2000;;607619;;;;;;;;;;;;;;;;;;;;;
7596;Ecole Publique Conventionnée d'OWENDO;Fonctionnement;;185-02;15000;;2089;;;;;;;;;;;;;;;;;;;;;
7597;Ecole Saint Joseph de Montrottier;Fonctionnement;;139-09;1500;;267499;;;;;;;;;;;;;;;;;;;;;
7598;Ecole Saint-Pothin Ozanam;Fonctionnement;;139-09;5500;;344776;;;;;;;;;;;;;;;;;;;;;
7599;Ecoles;Voyage à l'Assemblée ;;230-01;5900;;334755;;;;;;;;;;;;;;;;;;;;;
7600;Ecoles tricolore - école maternelle bilingue (Royaume-Uni);Achat de fournitures scolaires;;185-05;3000;;610873;;;;;;;;;;;;;;;;;;;;;
7601;Ecomusée rural du pays nantais vigneux;Aménagements intérieurs du siège de l'association;81 rue Anne de Bretagne 44360 Vigneux de Bretagne;224-02;3000;;266863;;;;;;;;;;;;;;;;;;;;;
7602;Ecran Cévenol;Fonctionnement;;224-02;1000;;266788;;;;;;;;;;;;;;;;;;;;;
7603;Ecritures buissonières;Animation d'ateliers;Mme HASSON-AMELLER -  2 rue Eugène Million - 75015 - Paris;157-05;2000;;230329;;;;;;;;;;;;;;;;;;;;;
7604;Ecritures buissonières;Réalisation de projets à objectifs intergénérationnel et pédagogique sous la forme d'ateliers d'expression écrite associant des seniors et des adolescents.;79, rue Claude Bernard, 75005 Paris;224-02;10000;;1880;;;;;;;;;;;;;;;;;;;;;
7605;Ecritures buissonnières;Fonctionnement;;157-05;2500;;1310;;;;;;;;;;;;;;;;;;;;;
7606;ÉCU Film Festival;festival de film;108 rue Damremont 75018 Paris;224-02;5000;;543;;;;;;;;;;;;;;;;;;;;;
7607;Ecurie Brennus;Fonctionnement;;219-01;1300;;336576;;;;;;;;;;;;;;;;;;;;;
7608;EDDUFAO;Aide humanitaire par le développement durable ;Mairie, 12, Grande Rue  - 91700 Fleury-Mérogis;209-02;2000;;610002;;;;;;;;;;;;;;;;;;;;;
7609;EDO (Basket);Acquisition matériel;;219-01;7500;;610615;;;;;;;;;;;;;;;;;;;;;
7610;Education Française à New York;Renforcement des capacités de l'association de manière à accroître la qualité de l'enseignement et le nombre d'élèves servis - objectif d'augmentation du nombre de sites EFNY FLAM de 9 à 12 d'ici la rentrée 2013.;317 East th Street, Apt 3 - New York, NY 10003 - USA;185-05;6000;;610850;;;;;;;;;;;;;;;;;;;;;
7611;Education Francaise Austin;Fonctionnement ;  3517 Fawn Trail - Austin, TX 78746;185-05;1000;;610850;;;;;;;;;;;;;;;;;;;;;
7612;Education française Bay Area;Développement professionnel des professeurs FLAM primo-débutants;640 Davis Street 26, San Francisco, CA 94111;185-05;3000;;610850;;;;;;;;;;;;;;;;;;;;;
7613;Education française de Sacramento;Événement promotionnel ;P.O. Box 183, Rocklin, CA 95677 - USA;185-05;1000;;610850;;;;;;;;;;;;;;;;;;;;;
7614;Education Francaise Greater Boston;Mise en place d'un Atelier de musique au sein du programme d'immersion et achat de livre et matériel pédagogique;223 East St., Lexington MA 02420 USA ;185-05;1000;;610850;;;;;;;;;;;;;;;;;;;;;
7615;Education française Greater Houston;Constitution d'une bibliothèque à dominante numérique au service des programmes FLAM.;2020 Eldridge Parkway, Unit 4102, Houston, TX,77077;185-05;2000;;610850;;;;;;;;;;;;;;;;;;;;;
7616;Education française Greater Seattle;Projet de bibliothèque mobile et de rallye lecture ;4055 35th Avenue, Seattle WA 98126;185-05;1000;;610850;;;;;;;;;;;;;;;;;;;;;
7617;Education Scolaire Fénelon la Trinité;Fonctionnement;;139-09;8000;;344776;;;;;;;;;;;;;;;;;;;;;
7618;EFFERVESCENCE;Fonctionnement;;224-02;1000;;267512;;;;;;;;;;;;;;;;;;;;;
7619;Egalité par Education (EPE);Fonctionnement ;28 rue Yves Collet, 29200 BREST;230-06;5000;;267695;;;;;;;;;;;;;;;;;;;;;
7620;Eglise Réformée de Neuilly  - (Association Cultuelle de -  l’Eglise réformée de Neuilly-sur-Seine);Mise aux normes du temple et de ses annexes cf à la loi Handicap du 11 février 2005.;92200 neuilly sur seine;;15000;;610125;;;;;;;;;;;;;;;;;;;;;
7621;Eglise St Jean-Baptiste de Neuilly   (Diocèse de Nanterre);Dépenses d'équipement;92200 neuilly sur seine;;15000;;610125;;;;;;;;;;;;;;;;;;;;;
7622;EHPAD du Centre Hospitalier d'Annonay;Acquisition d'un mini bus aménagé;Monsieur Patrick CHARRIER - BP 119 - 07100 ANNONAY Cedex;157-05;5000;;330357;;;;;;;;;;;;;;;;;;;;;
7623;EI  LOURAGAS;Fonctionnement;;304-14;4500;;267506;;;;;;;;;;;;;;;;;;;;;
7624;EIDIP;Création d'un point écoute psychologique au collège Daniel Meyer  ;5 rue Jean Cottin - 75018 Paris;230-01;10000;;2859;;;;;;;;;;;;;;;;;;;;;
7625;El Qantara;Manifestations culturelles;Rue Henri Moissant 18000 Bourges;224-02;10000;;605745;;;;;;;;;;;;;;;;;;;;;
7626;EL SALEM;Fonctionnement;;230-04;15000;;1857;;;;;;;;;;;;;;;;;;;;;
7627;Elan - Savigny Evironnement;Faire respecter  et protéger la nature, l'environnnement et le cadre de vie;146, av. Armée Leclerc  - 91600 Savigny sur Orge;135-07;3500;;610002;;;;;;;;;;;;;;;;;;;;;
7628;Elan gymnique Villeneuve sur Yonne;Fonctionnement;;219-01;1000;;336576;;;;;;;;;;;;;;;;;;;;;
7629;Elan Sens Paron Basket;Fonctionnement;;219-01;1300;;336576;;;;;;;;;;;;;;;;;;;;;
7630;Elément Terre Mon Cher Jardin;Achat de matériel;M. François PINEAUX - 5 avenue de la Porte Brancion - 75015 - Paris;224-02;1500;;230329;;;;;;;;;;;;;;;;;;;;;
7631;Elham en Beaujolais;Fonctionnement;;224-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
7632;Ellipse;Fonctionnement;;157-01;2000;;609365;;;;;;;;;;;;;;;;;;;;;
7633;Elsass Racing;Fonctionnement;;219-01;3000;;2707;;;;;;;;;;;;;;;;;;;;;
7634;EMD - Entente Meximieux Dagneux Rugby;Fonctionnement;;219-01;1000;;1012;;;;;;;;;;;;;;;;;;;;;
7635;EMMAUS;Fonctionnement;;177-11;10000;;267246;;;;;;;;;;;;;;;;;;;;;
7636;Emmaüs;Aide et solidarité aux personnes;19 rue de la Tour  - 86530 Naintré;304-13;14400;;609816;;;;;;;;;;;;;;;;;;;;;
7637;Emmaüs International;Fonctionnement;47, avenue de la Résistance 93104 MONTREUIL;177-11;50000;;Présidence de l'Assemblée (Réserve institutionnelle);;;;;;;;;;;;;;;;;;;;;
7638;Encres vives;Fonctionnement;;224-02;3000;;1695;;;;;;;;;;;;;;;;;;;;;
7639;Energie Citoyenne;Fonctionnement;;224-02;3000;;1521;;;;;;;;;;;;;;;;;;;;;
7640;Energies et Jardins du Coeur;Fonctionnement;;177-11;1000;;856;;;;;;;;;;;;;;;;;;;;;
7641;Enfance Inadaptée Avenir;Fonctionnement;;106-03;2000;;1574;;;;;;;;;;;;;;;;;;;;;
7642;Enfant Soleil;Fonctionnement;;106-03;2000;;1012;;;;;;;;;;;;;;;;;;;;;
7643;ENFANTS DE SYLVIE;Fonctionnement ;17 Rue Danielle Casanova - 69190 Saint-Fons;224-02;45000;;608641;;;;;;;;;;;;;;;;;;;;;
7644;ENL (Entente Nord Lozère);Fonctionnement;;219-01;5000;;266788;;;;;;;;;;;;;;;;;;;;;
7645;Enseignes de Marcq;Fonctionnement;;134-02;2000;;1459;;;;;;;;;;;;;;;;;;;;;
7646;Enseignes du Sénonais;Fonctionnement;;134-02;1000;;336576;;;;;;;;;;;;;;;;;;;;;
7647;ENSEMBLE AU VAL DE LIMAYRAC;Fonctionnement;;224-02;2000;;606299;;;;;;;;;;;;;;;;;;;;;
7648;Ensemble c'est Mieux ;Fonctionnement;;157-05;1000;;422119;;;;;;;;;;;;;;;;;;;;;
7649;Ensemble Contre la Leucémie;Fonctionnement;;204-14;2500;;267822;;;;;;;;;;;;;;;;;;;;;
7650;Ensemble d'Accordéons Staccato;Fonctionnement;;224-02;2000;;608380;;;;;;;;;;;;;;;;;;;;;
7651;Ensemble musical de Thoiry;Fonctionnement;;224-02;1000;;422119;;;;;;;;;;;;;;;;;;;;;
7652;Ensemble Pour la Planète ;Festival Santé Nature de Nouvelle-Calédonie   – création d’un espace d’information, communication sur des sujets relatifs à la protection de l’environnement;98800 NOUMEA;;2514;;610770;;;;;;;;;;;;;;;;;;;;;
7653;Ensemble scolaire catholique rochois Ste Marie-Sainte Famille;Fonctionnement;;214-01;1000;;267527;;;;;;;;;;;;;;;;;;;;;
7654;Ensemble Vocal des Vallons du Lyonnais;Fonctionnement;;224-02;1000;;267499;;;;;;;;;;;;;;;;;;;;;
7655;Ensemble vocal du Conservatoire;Fonctionnement;;224-02;2000;;606712;;;;;;;;;;;;;;;;;;;;;
7656;Ensemble vocal du pays Mentonnais ;Fonctionnement;;224-02;1000;;1574;;;;;;;;;;;;;;;;;;;;;
7657;Ensemble vocal Fasilaforest;Fonctionnement;;224-02;1000;;1857;;;;;;;;;;;;;;;;;;;;;
7658;Ensemble Vocal Montéclair;Fonctionnement;;224-02;1500;;267165;;;;;;;;;;;;;;;;;;;;;
7659;Entente Bugey-Ecole de rugby;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
7660;Entente Cajarc-cénevières Football;Mise aux normes éclairage stade;Commune de Cénevières  - 46 330 CENEVIERES;219-01;3000;;1844;;;;;;;;;;;;;;;;;;;;;
7661;Entente Cycliste Vernouillet - Verneuil - Triel;Dépenses de fonctionnement;78570 CHANTELOUP LES VIGNES;;3000;;345897;;;;;;;;;;;;;;;;;;;;;
7662;Entente Philatélique Hyéroise;Fonctionnement;;224-02;1000;;1483;;;;;;;;;;;;;;;;;;;;;
7663;Entente Pléséenne de Handball;Fonctionnement;;219-01;1500;;267822;;;;;;;;;;;;;;;;;;;;;
7664;Entente Saint Roch - Vieux Nice;Fonctionnement;;219-01;4000;;330240;;;;;;;;;;;;;;;;;;;;;
7665;Entente Sportive Aptésienne;Fonctionnement;;219-01;1000;;609726;;;;;;;;;;;;;;;;;;;;;
7666;Entente Sportive de Vaumoise Russy;Fonctionnement;;219-01;1000;;1031;;;;;;;;;;;;;;;;;;;;;
7667;Entente sportive et créative du Bargy ;Fonctionnement;;219-01;1000;;267527;;;;;;;;;;;;;;;;;;;;;
7668;Entente sportive Haut Forez;Fonctionnement;;219-01;1000;;267429;;;;;;;;;;;;;;;;;;;;;
7669;Entente Sportive Prauthoy-Vaux;Fonctionnement;;219-01;2000;;267165;;;;;;;;;;;;;;;;;;;;;
7670;Entente Sportive Saitn-Martin - Maillat - Combe du Val ESMC Football;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
7671;Entente sportive Thionville-Yutz Athlétisme ;Fonctionnement;;219-01;3000;;343623;;;;;;;;;;;;;;;;;;;;;
7672;Entente sportive Versaillaise;Fonctionnement;;219-01;3000;;609345;;;;;;;;;;;;;;;;;;;;;
7673;Entente SportiveSchorbach-Hottviller;Fonctionnement;;219-01;1500;;267057;;;;;;;;;;;;;;;;;;;;;
7674;Entente St Sylvestre Nice Nord;Dépenses de fonctionnement;      06100 NICE;;1500;;2667;;;;;;;;;;;;;;;;;;;;;
7675;ENTENTE SUD 54;Aide à l'investissement  - Eclairage stade des Cristalleries à Allamps;Commune de et à  - 54112 ALLAMPS - Présidente : Béatrice GUILLEMIN - 29 rue Houdevaux - 54113 BULLIGNY;219-01;5000;;607553;;;;;;;;;;;;;;;;;;;;;
7676;ENTENTE TENNIS;Dépenses de fonctionnement; - 26700 PIERRELATTE;;3000;;331442;;;;;;;;;;;;;;;;;;;;;
7677;ENTHEOS;Edition d'un CD;Père Dieudonné-M Vuatu - Maison paroissiale - 28, rue de la République - 01200 - Bellegarde;224-02;1000;;267075;;;;;;;;;;;;;;;;;;;;;
7678;Entraide Amitié Partage;Fonctionnement;;157-05;2500;;1310;;;;;;;;;;;;;;;;;;;;;
7679;Entr'aide dans le 5ème;Ateliers de partage : lecture écriture, informatique, temps de parole;;163-01;15000;;608495;;;;;;;;;;;;;;;;;;;;;
7680;Entraide Dracénoise;Fonctionnement;;177-11;1000;;314;;;;;;;;;;;;;;;;;;;;;
7681;Entraide Emploi;Fonctionnement;;102-02;1000;;608416;;;;;;;;;;;;;;;;;;;;;
7682;Entraide et Partage;Fonctionnement;;157-05;20000;;330240;;;;;;;;;;;;;;;;;;;;;
7683;ENTRAIDE FRANCAISE;aide aux frais d'assistance des cas sociaux français en Espagne;JUSTINIANO 4 1D 28004 MADRID ESPAGNE;151-01;8000;;610905;;;;;;;;;;;;;;;;;;;;;
7684;Entraide Française;Aide aux frais d'assistance des cas sociaux français d'Espagne;Justiniano 4 - 1D 28004 MADRID - Espagne;151-01;7000;;610905;;;;;;;;;;;;;;;;;;;;;
7685;ENTRAIDE LOCALE AU QUOTIDIEN;Fonctionnement;;177-11;25000;;2952;;;;;;;;;;;;;;;;;;;;;
7686;Entraide pour nos Amis de la Rue;Fonctionnement;;177-11;1000;;336576;;;;;;;;;;;;;;;;;;;;;
7687;Entraide Protestante;Dépenses de fonctionnement; - 26250 LIVRON SUR DRÔME;;2500;;331442;;;;;;;;;;;;;;;;;;;;;
7688;Entraide scolaire amicale;Fonctionnement;;214-01;2000;;1931;;;;;;;;;;;;;;;;;;;;;
7689;Entraide Teichoise;Fonctionnement;;177-11;1000;;606478;;;;;;;;;;;;;;;;;;;;;
7690;Entraide-Haute-Bruche;Fonctionnement;;177-11;1000;;266774;;;;;;;;;;;;;;;;;;;;;
7691;Entre Dessoubre et Lomont;Fonctionnement;;224-02;1000;;267576;;;;;;;;;;;;;;;;;;;;;
7692;Entre Nous sur les traces des anciennes pensionnaires de Marie Durand;Plaque commémorative;30510 Generac;224-02;2000;;606202;;;;;;;;;;;;;;;;;;;;;
7693;Entre Parenthèses;Fonctionnement;;106-03;1000;;606693;;;;;;;;;;;;;;;;;;;;;
7694;Entrée des Artistes;Dépenses de fonctionnement; 06950 FALICON;;1500;;2667;;;;;;;;;;;;;;;;;;;;;
7695;Entreprendre Vert;Organisation de rencontres multi-acteurs;117, av. d'Italie  - 75013 Paris;217-01;4500;;Groupe ECOLO;;;;;;;;;;;;;ECOLO;;;;;;;;
7696;Entrepreneurs des Sorgues;Fonctionnement;;134-03;3000;;336316;;;;;;;;;;;;;;;;;;;;;
7697;Entreprise d'Insertion en Viticulture et Agriculture EIVA;Investissement matériel pour la taille des vignes;9, rue Marc Jeanjean - BP 13 - 17160 MATHA;102-02;6000;;331014;;;;;;;;;;;;;;;;;;;;;
7698;Entreprise et Culture en Lorraine;Fonctionnement;;224-02;1000;;856;;;;;;;;;;;;;;;;;;;;;
7699;Entr-pots;Fonctionnement;;224-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
7700;Envie Trappes en Yvelines;;17 avenue Roger Hennequin 78190, TRAPPES;102-02;10000;;609465;;;;;;;;;;;;;;;;;;;;;
7701;Environnement et Culture;Fonctionnement;;224-02;1000;;266774;;;;;;;;;;;;;;;;;;;;;
7702;Epicerie Sociale;Fonctionnement;;304-14;2000;;330788;;;;;;;;;;;;;;;;;;;;;
7703;Epicerie sociale Sucre d'Orge;Achat d'un camion;;232-05;20000;;609963;;;;;;;;;;;;;;;;;;;;;
7704;Epicerie Solidaire;Aide au Fonctionnement;7 av Cohalion  - 63160 Billom;177-11;1500;;267306;;;;;;;;;;;;;;;;;;;;;
7705;Epicerie solidaire;Fonctionnement;;304-14;2000;;609245;;;;;;;;;;;;;;;;;;;;;
7706;Epicerie solidaire AMANDINE;Préserver la dignité et aider les personnes en difficulté;24, rue Sermorens  - 38500 Voiron;304-14;5000;;606910;;;;;;;;;;;;;;;;;;;;;
7707;EPIEDS - Ketty REVEL;Sécurité ramassage scolaire;;122-01;20000;;331481;;;;;;;;;;;;;;;;;;;;;
7708;Epreuves d'Artistes;Fonctionnement;;224-02;1500;;267822;;;;;;;;;;;;;;;;;;;;;
7709;Epsilon;Fonctionnement;;204-11;2000;;609365;;;;;;;;;;;;;;;;;;;;;
7710;Equevillon;Aménagement de la Place des Fêtes;;122-01;10000;;332523;;;;;;;;;;;;;;;;;;;;;
7711;Equilibre;Promouvoir, proposer, organiser activités sportives, artistiques, éducatives sociales et de loisir;Route de Marignac  - 30700 Foissac;163-02;3000;;606258;;;;;;;;;;;;;;;;;;;;;
7712;Equinoxe;Fonctionnement;Lotissement Sainte Elise  - Les Mangles - 97131 PETIT CANAL;219-01;6000;;268042;;;;;;;;;;;;;;;;;;;;;
7713;Equipage;Fonctionnement;5 rue de l’EGLISE - 54330 Chaouilley - Présidente : Françoise VOGIEN;157-04;5000;;607553;;;;;;;;;;;;;;;;;;;;;
7714;équipe ALCATADRA;participation au raid des amazones;;224-02;1000;;342415;;;;;;;;;;;;;;;;;;;;;
7715;Equipes d'accueil et d'amitié pour les étudiants étrangers;Fonctionnement;;185-02;1500;;1310;;;;;;;;;;;;;;;;;;;;;
